Edges in the graph (u, v, w):
(609, 693, 43)
(609, 621, 24)
(609, 911, 48)
(609, 913, 14)
(609, 985, 29)
(609, 877, 6)
(609, 632, 5)
(609, 614, 45)
(610, 828, 31)
(610, 780, 14)
(610, 666, 11)
(610, 722, 22)
(610, 797, 42)
(610, 867, 20)
(610, 670, 29)
(610, 735, 45)
(610, 865, 14)
(611, 678, 13)
(611, 826, 37)
(611, 660, 20)
(611, 784, 29)
(611, 744, 20)
(611, 985, 12)
(611, 749, 3)
(611, 897, 33)
(612, 640, 24)
(612, 833, 25)
(612, 904, 14)
(612, 708, 28)
(612, 963, 8)
(612, 878, 26)
(612, 687, 44)
(613, 739, 11)
(613, 915, 49)
(613, 978, 49)
(613, 762, 39)
(613, 941, 43)
(613, 983, 24)
(614, 909, 4)
(614, 977, 22)
(614, 887, 45)
(614, 849, 38)
(614, 678, 42)
(614, 933, 17)
(615, 848, 4)
(615, 708, 6)
(616, 893, 25)
(616, 780, 37)
(616, 646, 46)
(617, 811, 36)
(617, 937, 33)
(617, 731, 13)
(617, 993, 18)
(617, 844, 14)
(617, 809, 5)
(617, 880, 45)
(617, 627, 47)
(617, 966, 11)
(618, 873, 19)
(618, 649, 12)
(618, 799, 15)
(618, 958, 16)
(618, 691, 21)
(618, 853, 46)
(618, 738, 32)
(619, 786, 4)
(619, 963, 40)
(619, 636, 36)
(619, 775, 15)
(619, 741, 35)
(619, 913, 6)
(619, 704, 1)
(620, 762, 13)
(620, 629, 49)
(620, 800, 43)
(620, 945, 28)
(620, 849, 44)
(620, 663, 23)
(620, 926, 44)
(620, 985, 48)
(620, 830, 22)
(621, 917, 25)
(621, 825, 35)
(621, 624, 15)
(621, 660, 42)
(621, 715, 30)
(621, 844, 23)
(621, 761, 44)
(621, 926, 11)
(621, 796, 7)
(621, 732, 34)
(621, 780, 8)
(621, 978, 15)
(621, 888, 18)
(622, 869, 47)
(622, 688, 9)
(622, 994, 4)
(622, 851, 50)
(622, 777, 29)
(622, 970, 19)
(622, 779, 6)
(622, 704, 33)
(622, 852, 9)
(622, 679, 17)
(623, 940, 9)
(623, 845, 37)
(623, 632, 38)
(623, 679, 14)
(623, 631, 44)
(623, 986, 50)
(623, 633, 15)
(623, 743, 10)
(623, 872, 43)
(624, 970, 26)
(624, 749, 32)
(624, 859, 15)
(624, 995, 24)
(624, 755, 8)
(624, 766, 21)
(625, 759, 49)
(625, 866, 19)
(625, 648, 50)
(625, 734, 2)
(625, 969, 34)
(625, 831, 49)
(625, 753, 8)
(625, 756, 38)
(626, 791, 13)
(626, 725, 23)
(626, 899, 9)
(626, 976, 32)
(626, 990, 33)
(626, 887, 22)
(626, 876, 14)
(626, 911, 47)
(627, 930, 7)
(627, 988, 12)
(627, 847, 29)
(627, 807, 15)
(627, 718, 8)
(627, 931, 37)
(628, 659, 12)
(628, 664, 38)
(628, 883, 2)
(629, 864, 7)
(629, 684, 30)
(629, 803, 3)
(629, 871, 42)
(629, 839, 41)
(629, 828, 28)
(629, 642, 37)
(629, 933, 45)
(630, 676, 4)
(630, 811, 42)
(630, 912, 37)
(630, 991, 7)
(630, 961, 8)
(630, 855, 27)
(631, 734, 31)
(631, 664, 14)
(631, 712, 7)
(631, 893, 30)
(631, 873, 5)
(631, 973, 39)
(631, 887, 14)
(631, 766, 22)
(632, 641, 20)
(632, 656, 21)
(632, 878, 38)
(632, 890, 28)
(632, 910, 46)
(632, 851, 10)
(632, 714, 14)
(632, 831, 50)
(633, 702, 49)
(633, 854, 13)
(633, 926, 35)
(633, 759, 11)
(633, 802, 48)
(633, 944, 42)
(633, 966, 26)
(634, 867, 36)
(634, 961, 18)
(634, 691, 7)
(634, 955, 23)
(634, 787, 3)
(634, 912, 14)
(635, 758, 17)
(635, 915, 31)
(635, 796, 16)
(635, 994, 5)
(635, 729, 9)
(635, 864, 18)
(636, 681, 33)
(636, 715, 2)
(636, 895, 47)
(636, 797, 32)
(636, 866, 32)
(636, 867, 10)
(636, 954, 33)
(636, 901, 31)
(637, 696, 8)
(637, 716, 17)
(637, 657, 18)
(637, 897, 32)
(637, 752, 35)
(637, 944, 12)
(637, 947, 2)
(637, 710, 47)
(638, 956, 23)
(638, 891, 48)
(638, 716, 32)
(638, 761, 32)
(638, 713, 45)
(638, 665, 10)
(638, 831, 8)
(638, 923, 33)
(638, 942, 2)
(639, 962, 11)
(639, 928, 19)
(639, 932, 13)
(639, 831, 30)
(639, 883, 29)
(639, 956, 41)
(640, 905, 19)
(640, 995, 39)
(640, 673, 16)
(640, 893, 11)
(640, 957, 5)
(641, 985, 27)
(641, 839, 48)
(641, 874, 17)
(641, 843, 45)
(642, 935, 40)
(642, 963, 48)
(642, 734, 36)
(642, 928, 44)
(642, 793, 39)
(642, 746, 3)
(642, 691, 40)
(642, 648, 26)
(642, 714, 23)
(642, 851, 11)
(643, 849, 8)
(643, 690, 35)
(643, 839, 23)
(643, 792, 40)
(643, 918, 7)
(644, 650, 9)
(644, 926, 45)
(644, 872, 46)
(644, 847, 14)
(644, 730, 15)
(644, 966, 42)
(644, 828, 43)
(645, 947, 19)
(645, 828, 48)
(645, 659, 41)
(645, 977, 40)
(645, 874, 20)
(645, 887, 38)
(646, 934, 41)
(646, 937, 31)
(646, 984, 35)
(646, 742, 18)
(646, 931, 20)
(646, 897, 47)
(646, 676, 21)
(647, 823, 9)
(647, 929, 16)
(647, 857, 44)
(647, 865, 16)
(647, 784, 9)
(648, 932, 32)
(648, 744, 28)
(648, 720, 39)
(649, 876, 23)
(649, 867, 19)
(649, 661, 7)
(649, 854, 2)
(649, 679, 49)
(649, 988, 26)
(649, 899, 9)
(649, 959, 32)
(649, 979, 18)
(649, 957, 43)
(650, 815, 13)
(650, 686, 37)
(650, 888, 3)
(650, 671, 21)
(650, 765, 46)
(650, 910, 13)
(650, 906, 3)
(650, 860, 7)
(650, 824, 4)
(650, 669, 37)
(650, 827, 16)
(650, 957, 32)
(650, 867, 32)
(651, 709, 40)
(651, 810, 40)
(651, 730, 5)
(651, 843, 32)
(651, 974, 6)
(651, 938, 45)
(651, 972, 12)
(651, 950, 5)
(651, 702, 44)
(651, 687, 48)
(651, 783, 9)
(651, 748, 21)
(651, 734, 24)
(652, 822, 45)
(652, 820, 24)
(652, 839, 5)
(652, 760, 39)
(652, 709, 13)
(652, 991, 21)
(652, 956, 28)
(652, 945, 32)
(652, 841, 10)
(652, 684, 35)
(652, 902, 33)
(653, 756, 26)
(653, 788, 31)
(653, 723, 33)
(653, 703, 3)
(653, 950, 21)
(653, 972, 42)
(653, 706, 31)
(653, 932, 24)
(654, 835, 33)
(654, 867, 49)
(654, 827, 13)
(654, 679, 43)
(654, 767, 10)
(654, 935, 14)
(654, 969, 45)
(654, 938, 18)
(655, 879, 16)
(655, 946, 31)
(655, 991, 26)
(656, 898, 15)
(656, 697, 27)
(656, 727, 8)
(656, 661, 28)
(656, 913, 34)
(656, 674, 44)
(657, 801, 2)
(657, 824, 6)
(657, 912, 15)
(657, 888, 30)
(658, 697, 27)
(658, 959, 8)
(658, 876, 31)
(658, 952, 37)
(658, 792, 29)
(658, 733, 15)
(659, 759, 35)
(659, 822, 26)
(659, 928, 49)
(659, 888, 41)
(659, 834, 15)
(660, 820, 45)
(660, 869, 28)
(660, 916, 38)
(660, 744, 37)
(660, 810, 32)
(661, 983, 30)
(661, 737, 37)
(661, 828, 50)
(661, 706, 42)
(661, 844, 31)
(661, 973, 18)
(661, 705, 2)
(661, 751, 41)
(661, 874, 42)
(661, 775, 6)
(661, 755, 45)
(661, 920, 5)
(662, 893, 41)
(662, 923, 1)
(662, 778, 31)
(663, 774, 21)
(663, 789, 27)
(663, 839, 38)
(663, 893, 20)
(663, 820, 15)
(663, 970, 49)
(663, 706, 20)
(663, 815, 30)
(663, 665, 25)
(663, 959, 35)
(663, 885, 5)
(664, 774, 29)
(664, 667, 46)
(664, 763, 29)
(664, 974, 42)
(664, 970, 49)
(664, 806, 15)
(664, 961, 10)
(664, 721, 42)
(664, 679, 27)
(664, 725, 29)
(664, 986, 19)
(665, 921, 21)
(665, 749, 43)
(665, 748, 24)
(665, 835, 41)
(665, 993, 20)
(665, 698, 15)
(665, 728, 24)
(665, 900, 32)
(665, 877, 35)
(666, 937, 17)
(666, 822, 33)
(666, 942, 16)
(666, 871, 46)
(666, 687, 44)
(666, 915, 27)
(666, 904, 1)
(666, 882, 28)
(667, 738, 28)
(667, 943, 47)
(667, 891, 37)
(667, 737, 15)
(667, 900, 44)
(667, 784, 10)
(667, 951, 25)
(668, 764, 3)
(668, 718, 44)
(668, 861, 15)
(668, 894, 47)
(668, 858, 39)
(668, 929, 47)
(668, 923, 43)
(668, 874, 4)
(668, 980, 49)
(668, 841, 28)
(669, 881, 47)
(669, 676, 3)
(669, 807, 44)
(669, 805, 43)
(669, 992, 38)
(669, 729, 48)
(670, 974, 27)
(670, 707, 9)
(670, 932, 49)
(670, 801, 37)
(670, 978, 39)
(670, 998, 24)
(670, 777, 12)
(670, 791, 10)
(671, 859, 26)
(671, 914, 3)
(671, 802, 10)
(671, 788, 16)
(671, 808, 7)
(671, 877, 23)
(672, 792, 50)
(672, 973, 41)
(672, 901, 27)
(672, 680, 19)
(672, 749, 9)
(672, 837, 30)
(672, 788, 36)
(673, 802, 44)
(673, 777, 11)
(673, 935, 49)
(673, 764, 10)
(673, 940, 48)
(673, 806, 3)
(673, 867, 18)
(674, 845, 5)
(674, 884, 5)
(674, 784, 7)
(674, 733, 23)
(674, 910, 19)
(674, 752, 1)
(674, 810, 48)
(674, 676, 46)
(675, 812, 9)
(675, 714, 19)
(675, 966, 16)
(675, 840, 2)
(675, 705, 10)
(675, 786, 16)
(675, 830, 24)
(675, 820, 17)
(675, 772, 24)
(676, 796, 12)
(676, 792, 17)
(676, 953, 35)
(676, 982, 9)
(676, 831, 24)
(676, 893, 28)
(676, 834, 16)
(676, 708, 5)
(676, 914, 43)
(677, 796, 10)
(677, 978, 37)
(677, 749, 33)
(677, 815, 48)
(677, 982, 28)
(678, 937, 40)
(678, 858, 31)
(678, 721, 17)
(678, 683, 13)
(679, 883, 17)
(679, 911, 2)
(679, 725, 33)
(679, 902, 9)
(679, 756, 11)
(679, 959, 48)
(680, 829, 17)
(680, 960, 5)
(680, 961, 12)
(680, 958, 21)
(680, 843, 18)
(680, 927, 36)
(681, 828, 46)
(681, 721, 21)
(681, 903, 27)
(681, 796, 10)
(681, 949, 22)
(681, 761, 3)
(681, 972, 46)
(681, 923, 41)
(682, 920, 45)
(682, 892, 10)
(682, 977, 40)
(682, 840, 32)
(682, 767, 16)
(682, 953, 13)
(682, 929, 12)
(683, 866, 19)
(683, 705, 8)
(683, 716, 48)
(683, 912, 34)
(683, 806, 37)
(683, 694, 18)
(683, 869, 35)
(683, 796, 23)
(683, 956, 39)
(684, 818, 36)
(684, 789, 3)
(684, 918, 47)
(684, 741, 18)
(685, 691, 19)
(685, 912, 16)
(685, 829, 25)
(685, 700, 38)
(685, 732, 11)
(685, 842, 23)
(685, 991, 35)
(685, 903, 8)
(686, 932, 13)
(686, 938, 43)
(686, 806, 7)
(686, 955, 29)
(686, 913, 50)
(686, 789, 19)
(686, 901, 5)
(686, 966, 10)
(686, 730, 47)
(686, 936, 31)
(686, 701, 4)
(687, 854, 35)
(687, 890, 8)
(688, 701, 35)
(688, 756, 23)
(688, 733, 39)
(688, 809, 10)
(689, 773, 38)
(689, 767, 42)
(689, 795, 5)
(689, 809, 21)
(689, 710, 2)
(689, 923, 26)
(689, 934, 7)
(690, 702, 44)
(690, 735, 6)
(690, 969, 1)
(690, 836, 34)
(690, 692, 34)
(691, 911, 5)
(691, 717, 4)
(691, 868, 36)
(691, 970, 40)
(691, 694, 28)
(691, 904, 35)
(691, 798, 27)
(692, 741, 33)
(692, 921, 35)
(692, 763, 21)
(692, 723, 13)
(692, 699, 19)
(692, 727, 11)
(692, 749, 28)
(693, 941, 8)
(693, 767, 48)
(693, 943, 31)
(693, 744, 35)
(694, 779, 39)
(694, 934, 39)
(694, 716, 12)
(694, 859, 48)
(694, 771, 10)
(695, 910, 8)
(695, 993, 7)
(695, 838, 47)
(695, 698, 7)
(695, 717, 21)
(695, 856, 46)
(695, 934, 37)
(695, 966, 27)
(695, 718, 35)
(696, 893, 9)
(696, 770, 17)
(696, 853, 20)
(696, 715, 11)
(696, 794, 48)
(696, 936, 16)
(696, 942, 10)
(696, 873, 41)
(697, 808, 42)
(697, 748, 36)
(697, 902, 37)
(697, 783, 48)
(697, 890, 36)
(697, 864, 18)
(697, 771, 20)
(697, 923, 39)
(697, 776, 17)
(697, 847, 27)
(698, 822, 17)
(698, 804, 3)
(698, 814, 12)
(698, 775, 46)
(698, 964, 49)
(698, 747, 38)
(699, 899, 31)
(699, 804, 15)
(700, 780, 17)
(700, 813, 23)
(700, 895, 9)
(701, 794, 26)
(701, 726, 43)
(701, 924, 2)
(701, 816, 7)
(701, 957, 2)
(701, 901, 21)
(701, 782, 42)
(701, 834, 49)
(701, 829, 9)
(701, 842, 3)
(701, 849, 8)
(702, 799, 49)
(702, 901, 36)
(702, 979, 25)
(702, 978, 39)
(702, 789, 4)
(702, 950, 42)
(702, 884, 41)
(702, 855, 2)
(702, 969, 16)
(703, 869, 39)
(703, 812, 3)
(703, 945, 18)
(703, 940, 7)
(703, 833, 29)
(703, 962, 9)
(703, 986, 10)
(703, 772, 19)
(703, 728, 22)
(703, 719, 3)
(703, 952, 45)
(704, 831, 1)
(704, 710, 44)
(704, 924, 32)
(704, 989, 29)
(704, 719, 48)
(704, 933, 32)
(704, 992, 22)
(705, 796, 29)
(705, 989, 17)
(705, 967, 35)
(705, 764, 44)
(705, 938, 1)
(705, 787, 4)
(706, 906, 25)
(706, 745, 41)
(706, 738, 49)
(707, 830, 19)
(707, 751, 9)
(708, 815, 18)
(708, 947, 50)
(708, 890, 29)
(708, 820, 18)
(708, 745, 40)
(708, 807, 20)
(709, 975, 29)
(709, 925, 12)
(709, 787, 32)
(709, 974, 32)
(709, 876, 47)
(710, 735, 22)
(710, 910, 48)
(710, 754, 48)
(710, 827, 41)
(710, 829, 2)
(710, 772, 9)
(710, 857, 42)
(711, 980, 28)
(711, 851, 30)
(711, 919, 48)
(711, 780, 33)
(711, 936, 50)
(711, 717, 34)
(712, 804, 28)
(712, 902, 37)
(712, 867, 24)
(712, 717, 2)
(712, 929, 23)
(712, 857, 16)
(712, 922, 48)
(713, 900, 39)
(713, 810, 22)
(713, 979, 4)
(713, 753, 23)
(713, 809, 3)
(713, 938, 18)
(713, 944, 17)
(713, 816, 9)
(713, 781, 8)
(714, 950, 49)
(714, 972, 46)
(714, 722, 38)
(714, 832, 45)
(714, 943, 15)
(715, 946, 13)
(715, 916, 10)
(716, 990, 19)
(716, 752, 14)
(716, 840, 18)
(716, 722, 22)
(716, 889, 24)
(716, 797, 25)
(716, 826, 45)
(716, 757, 7)
(716, 772, 18)
(717, 852, 45)
(717, 982, 46)
(717, 809, 2)
(717, 884, 44)
(718, 746, 47)
(718, 869, 6)
(718, 900, 35)
(719, 769, 25)
(719, 779, 11)
(719, 999, 50)
(719, 958, 26)
(720, 729, 7)
(720, 754, 13)
(720, 950, 26)
(720, 825, 19)
(720, 741, 14)
(720, 851, 45)
(720, 811, 45)
(721, 988, 43)
(721, 747, 8)
(721, 742, 32)
(721, 766, 46)
(721, 949, 22)
(722, 750, 41)
(722, 891, 5)
(722, 853, 39)
(722, 912, 17)
(722, 845, 7)
(722, 989, 1)
(723, 821, 8)
(723, 787, 48)
(723, 973, 40)
(723, 850, 37)
(723, 948, 13)
(723, 932, 31)
(723, 931, 29)
(723, 910, 47)
(723, 863, 25)
(723, 984, 21)
(724, 995, 41)
(724, 774, 19)
(724, 843, 23)
(724, 861, 48)
(724, 897, 22)
(725, 892, 3)
(725, 916, 20)
(725, 876, 22)
(725, 968, 30)
(725, 931, 37)
(726, 943, 15)
(726, 756, 48)
(727, 980, 27)
(727, 850, 24)
(727, 774, 40)
(727, 811, 40)
(727, 784, 39)
(727, 764, 33)
(727, 945, 19)
(727, 883, 34)
(727, 870, 48)
(728, 984, 4)
(728, 908, 44)
(728, 996, 34)
(728, 930, 23)
(728, 955, 31)
(728, 909, 43)
(728, 903, 43)
(728, 856, 22)
(729, 901, 37)
(729, 764, 27)
(729, 818, 14)
(729, 949, 2)
(730, 831, 8)
(730, 902, 40)
(730, 733, 4)
(730, 963, 27)
(730, 755, 14)
(731, 892, 33)
(731, 914, 18)
(731, 893, 15)
(731, 954, 26)
(731, 943, 22)
(732, 739, 4)
(732, 874, 48)
(732, 758, 15)
(732, 870, 41)
(732, 841, 41)
(732, 796, 4)
(732, 797, 17)
(732, 765, 29)
(732, 845, 36)
(733, 846, 35)
(733, 748, 13)
(733, 859, 20)
(733, 891, 22)
(734, 950, 47)
(734, 824, 14)
(734, 953, 41)
(735, 816, 45)
(735, 785, 11)
(735, 878, 36)
(735, 761, 24)
(736, 957, 32)
(736, 964, 49)
(736, 797, 22)
(736, 841, 12)
(736, 749, 33)
(736, 868, 16)
(736, 825, 6)
(736, 882, 7)
(737, 761, 47)
(737, 817, 39)
(737, 943, 4)
(737, 822, 24)
(737, 888, 10)
(737, 785, 39)
(737, 870, 5)
(737, 868, 31)
(737, 968, 14)
(737, 997, 14)
(738, 906, 12)
(738, 837, 44)
(738, 829, 24)
(739, 890, 50)
(739, 780, 24)
(739, 982, 44)
(739, 801, 49)
(739, 792, 48)
(740, 948, 47)
(740, 900, 19)
(740, 924, 12)
(740, 944, 30)
(740, 954, 31)
(740, 913, 19)
(741, 843, 1)
(741, 928, 19)
(741, 827, 4)
(741, 961, 25)
(741, 848, 32)
(741, 894, 7)
(742, 804, 27)
(742, 894, 41)
(742, 809, 16)
(742, 942, 38)
(742, 899, 50)
(743, 963, 27)
(743, 753, 10)
(743, 908, 27)
(743, 789, 31)
(743, 872, 46)
(744, 807, 9)
(744, 753, 42)
(744, 881, 20)
(744, 745, 43)
(744, 933, 11)
(744, 994, 18)
(744, 795, 35)
(745, 797, 45)
(745, 811, 4)
(745, 913, 22)
(745, 800, 25)
(745, 974, 18)
(745, 774, 49)
(745, 912, 50)
(746, 808, 42)
(746, 759, 13)
(746, 960, 8)
(746, 832, 19)
(746, 898, 16)
(746, 767, 29)
(746, 939, 6)
(746, 940, 2)
(746, 825, 18)
(746, 979, 12)
(746, 803, 3)
(746, 994, 28)
(746, 924, 11)
(747, 987, 50)
(747, 808, 7)
(747, 966, 37)
(747, 776, 31)
(747, 996, 37)
(747, 995, 40)
(748, 948, 7)
(748, 784, 35)
(748, 890, 36)
(748, 823, 42)
(749, 841, 7)
(749, 906, 30)
(749, 883, 2)
(749, 974, 32)
(749, 871, 1)
(749, 966, 30)
(749, 921, 23)
(750, 783, 18)
(750, 818, 7)
(750, 850, 4)
(750, 842, 44)
(751, 936, 3)
(751, 762, 49)
(751, 796, 43)
(751, 785, 35)
(751, 984, 15)
(751, 992, 34)
(751, 800, 27)
(751, 758, 17)
(752, 979, 27)
(752, 845, 24)
(752, 821, 36)
(752, 905, 8)
(752, 956, 39)
(752, 761, 15)
(752, 893, 25)
(753, 846, 6)
(754, 946, 7)
(754, 774, 17)
(754, 851, 17)
(754, 802, 6)
(755, 786, 26)
(755, 817, 2)
(755, 981, 50)
(755, 759, 44)
(755, 889, 39)
(755, 909, 18)
(755, 897, 28)
(755, 814, 14)
(756, 800, 22)
(756, 978, 2)
(756, 880, 37)
(757, 935, 28)
(757, 922, 9)
(757, 994, 35)
(757, 950, 16)
(757, 959, 29)
(757, 923, 37)
(758, 847, 5)
(758, 915, 20)
(758, 828, 38)
(758, 869, 48)
(758, 889, 25)
(758, 856, 12)
(758, 782, 15)
(759, 950, 35)
(759, 908, 44)
(760, 768, 24)
(760, 959, 12)
(760, 876, 31)
(761, 824, 2)
(761, 907, 47)
(761, 927, 29)
(761, 770, 2)
(762, 987, 27)
(762, 966, 36)
(762, 825, 18)
(763, 878, 10)
(763, 975, 5)
(763, 944, 27)
(763, 909, 27)
(764, 954, 36)
(764, 925, 15)
(764, 845, 44)
(764, 933, 44)
(764, 792, 30)
(765, 895, 15)
(765, 974, 27)
(765, 948, 43)
(765, 789, 30)
(766, 811, 41)
(766, 944, 38)
(766, 932, 49)
(766, 974, 13)
(766, 799, 49)
(766, 878, 8)
(766, 922, 16)
(766, 966, 50)
(767, 970, 40)
(767, 852, 16)
(767, 887, 17)
(767, 980, 6)
(767, 911, 19)
(767, 891, 35)
(768, 774, 33)
(768, 815, 44)
(768, 855, 19)
(768, 816, 14)
(768, 843, 50)
(768, 908, 21)
(768, 776, 13)
(768, 928, 25)
(769, 986, 48)
(769, 908, 23)
(769, 983, 34)
(769, 836, 19)
(769, 957, 31)
(769, 914, 2)
(769, 841, 25)
(769, 803, 3)
(770, 827, 50)
(770, 925, 36)
(770, 829, 20)
(770, 869, 36)
(770, 891, 21)
(771, 826, 22)
(771, 877, 38)
(771, 852, 18)
(771, 885, 5)
(771, 805, 1)
(772, 797, 14)
(772, 919, 2)
(772, 843, 24)
(772, 817, 31)
(772, 793, 43)
(773, 893, 39)
(773, 785, 18)
(773, 850, 47)
(773, 933, 16)
(773, 908, 12)
(773, 860, 35)
(773, 909, 4)
(774, 888, 2)
(774, 974, 36)
(774, 944, 29)
(774, 891, 24)
(774, 948, 50)
(774, 792, 30)
(775, 931, 4)
(775, 925, 31)
(776, 878, 41)
(776, 885, 25)
(776, 880, 14)
(776, 871, 46)
(776, 865, 16)
(776, 798, 41)
(776, 855, 19)
(777, 954, 20)
(777, 848, 3)
(777, 876, 20)
(777, 888, 25)
(778, 967, 37)
(778, 803, 16)
(778, 886, 1)
(778, 954, 40)
(778, 912, 33)
(779, 851, 23)
(779, 781, 39)
(779, 910, 30)
(779, 850, 1)
(779, 922, 48)
(779, 836, 42)
(779, 782, 16)
(779, 810, 11)
(780, 950, 43)
(780, 802, 15)
(780, 824, 30)
(780, 853, 40)
(781, 839, 33)
(782, 923, 14)
(782, 898, 42)
(782, 968, 43)
(783, 859, 25)
(783, 932, 9)
(783, 987, 27)
(783, 902, 50)
(784, 964, 21)
(784, 795, 43)
(784, 903, 13)
(784, 787, 23)
(784, 830, 50)
(784, 786, 1)
(784, 906, 13)
(785, 895, 14)
(785, 977, 4)
(785, 800, 49)
(785, 982, 42)
(785, 975, 16)
(785, 893, 49)
(786, 789, 30)
(786, 986, 3)
(786, 871, 19)
(786, 844, 20)
(786, 887, 33)
(786, 823, 17)
(786, 864, 10)
(787, 911, 2)
(787, 849, 24)
(787, 986, 15)
(787, 860, 20)
(787, 948, 27)
(788, 852, 49)
(788, 859, 25)
(788, 928, 22)
(788, 968, 44)
(789, 907, 22)
(789, 831, 16)
(789, 845, 2)
(789, 867, 3)
(789, 946, 7)
(789, 975, 22)
(789, 950, 38)
(789, 974, 25)
(790, 839, 50)
(790, 922, 34)
(790, 842, 1)
(791, 952, 21)
(791, 942, 30)
(791, 895, 47)
(791, 974, 2)
(791, 998, 10)
(791, 810, 16)
(791, 905, 16)
(791, 870, 41)
(792, 883, 8)
(792, 908, 38)
(792, 870, 29)
(792, 800, 25)
(792, 905, 25)
(792, 841, 28)
(792, 855, 31)
(793, 934, 12)
(793, 876, 22)
(793, 906, 17)
(793, 902, 11)
(793, 983, 35)
(794, 992, 2)
(794, 857, 46)
(795, 845, 49)
(795, 956, 7)
(795, 883, 16)
(796, 797, 34)
(796, 816, 50)
(796, 847, 22)
(797, 827, 17)
(797, 919, 21)
(797, 885, 18)
(797, 800, 23)
(798, 846, 24)
(798, 832, 22)
(799, 944, 28)
(800, 937, 20)
(800, 853, 14)
(801, 864, 31)
(801, 972, 12)
(801, 820, 1)
(801, 877, 28)
(801, 807, 50)
(801, 938, 38)
(801, 884, 13)
(802, 932, 29)
(803, 916, 16)
(803, 884, 26)
(803, 919, 20)
(803, 867, 49)
(803, 963, 8)
(804, 986, 39)
(804, 886, 44)
(805, 806, 14)
(805, 817, 21)
(805, 985, 14)
(805, 809, 19)
(806, 870, 25)
(806, 860, 17)
(807, 821, 34)
(807, 966, 18)
(807, 980, 34)
(807, 941, 23)
(808, 884, 20)
(808, 826, 23)
(808, 888, 1)
(809, 988, 32)
(810, 993, 40)
(810, 858, 40)
(810, 982, 1)
(811, 948, 36)
(811, 875, 50)
(811, 970, 19)
(811, 850, 25)
(812, 951, 5)
(812, 881, 30)
(812, 946, 14)
(812, 886, 27)
(812, 967, 12)
(813, 856, 29)
(813, 864, 17)
(813, 968, 41)
(813, 857, 44)
(814, 880, 21)
(814, 836, 21)
(814, 885, 9)
(815, 902, 29)
(815, 918, 48)
(815, 978, 18)
(815, 958, 5)
(815, 858, 7)
(815, 991, 32)
(816, 989, 30)
(816, 830, 1)
(817, 850, 6)
(817, 982, 39)
(817, 919, 50)
(817, 960, 33)
(817, 964, 29)
(817, 870, 29)
(819, 853, 19)
(819, 919, 34)
(819, 832, 21)
(820, 897, 44)
(820, 951, 8)
(820, 826, 6)
(820, 875, 48)
(820, 894, 20)
(820, 954, 21)
(821, 933, 29)
(821, 981, 1)
(822, 858, 39)
(822, 882, 12)
(823, 988, 40)
(823, 933, 43)
(823, 957, 24)
(823, 861, 11)
(823, 929, 37)
(824, 914, 6)
(824, 844, 26)
(824, 869, 41)
(824, 986, 34)
(824, 862, 37)
(824, 937, 10)
(825, 979, 26)
(825, 885, 49)
(825, 905, 23)
(825, 960, 47)
(826, 834, 5)
(826, 903, 26)
(826, 954, 29)
(826, 888, 47)
(826, 855, 10)
(827, 871, 30)
(827, 987, 2)
(827, 999, 31)
(827, 829, 12)
(827, 878, 25)
(827, 836, 39)
(828, 859, 6)
(828, 883, 47)
(828, 970, 49)
(829, 939, 4)
(829, 994, 12)
(830, 955, 28)
(830, 844, 4)
(831, 855, 33)
(831, 967, 18)
(831, 901, 39)
(831, 878, 49)
(832, 984, 5)
(832, 970, 20)
(832, 928, 48)
(833, 903, 37)
(833, 874, 21)
(833, 902, 33)
(833, 938, 48)
(834, 956, 31)
(834, 869, 22)
(835, 955, 39)
(835, 983, 7)
(835, 924, 40)
(836, 921, 24)
(836, 978, 11)
(836, 890, 44)
(838, 980, 30)
(838, 942, 43)
(838, 939, 18)
(839, 841, 38)
(840, 945, 23)
(840, 920, 2)
(840, 886, 49)
(840, 852, 47)
(840, 989, 27)
(841, 890, 3)
(841, 979, 8)
(842, 903, 19)
(842, 855, 35)
(842, 843, 34)
(842, 994, 8)
(842, 901, 23)
(842, 911, 39)
(843, 863, 39)
(843, 871, 7)
(843, 844, 17)
(843, 894, 44)
(843, 905, 33)
(843, 947, 23)
(843, 858, 12)
(844, 850, 12)
(844, 943, 46)
(844, 875, 7)
(844, 991, 16)
(844, 951, 49)
(844, 858, 27)
(844, 967, 2)
(845, 931, 33)
(845, 869, 5)
(845, 926, 34)
(845, 927, 12)
(846, 947, 7)
(846, 961, 47)
(846, 910, 35)
(846, 959, 47)
(846, 858, 9)
(847, 864, 33)
(847, 942, 26)
(848, 951, 34)
(848, 960, 47)
(849, 994, 29)
(849, 959, 49)
(849, 980, 47)
(849, 938, 47)
(849, 873, 32)
(849, 936, 6)
(850, 861, 42)
(850, 897, 28)
(850, 877, 42)
(850, 953, 37)
(850, 998, 16)
(851, 999, 4)
(851, 871, 13)
(851, 993, 4)
(852, 983, 21)
(853, 861, 41)
(854, 876, 16)
(854, 968, 32)
(854, 907, 15)
(854, 962, 34)
(854, 939, 32)
(855, 973, 28)
(855, 992, 36)
(856, 986, 5)
(857, 988, 16)
(857, 968, 46)
(857, 910, 25)
(858, 993, 46)
(858, 888, 36)
(858, 868, 4)
(858, 896, 32)
(858, 922, 33)
(859, 869, 3)
(859, 909, 41)
(860, 865, 4)
(861, 979, 39)
